Gene	Datasets	Intersected	Size	Assay	Type	Weight
PSMA3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
C12orf57	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CNPY2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CNPY4	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
FAM114A2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
LUC7L2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PDXDC1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
RANBP9	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ROCK1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
RSL1D1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
RRS1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
RBM8A	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SRSF5	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SRPRA	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SRP68	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SNRPD1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SNRPD2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SLC12A4	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SF3A3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SF3B2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SMNDC1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
TMEM109	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
UBE2Z	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
UBE3C	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
EHD4	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
EMC7	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SKIC2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
HMCN1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
MGP	29_Rat	1	4	in vivo	Bone	0.008
SEPTIN10	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CPSF7	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
RAE1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SRSF4	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
TOM1L2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
AP3B1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
APOA4	28_Rat;29_Rat	2	4	in vivo	Bone	0.0131020408163265
COX4I1	28_Rat;31_Rabbit	2	4	in vivo	Bone	0.00540072659888328
DDOST	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
RPN2	28_Rat	1	4	in vivo	Bone	0.00510204081632653
GLIPR2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CFAP44	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
EML3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PITRM1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SUN2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PRUNE2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
MICAL1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
KRT34	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
KRT35	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
KRT10	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
KRT7	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
RPA1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
TSG101	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SERPINC1	28_Rat;29_Rat	2	4	in vivo	Bone	0.0131020408163265
C9	29_Rat	1	4	in vivo	Bone	0.008
FMOD	28_Rat;31_Rabbit	2	4	in vivo	Bone	0.00540072659888328
IGFBP1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ITIH1	29_Rat;31_Rabbit	2	4	in vivo	Bone	0.00829868578255675
ITIH2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ITIH3	29_Rat;31_Rabbit	2	4	in vivo	Bone	0.00829868578255675
CCDC65	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
GMPPB	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
TACC1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
GC	28_Rat;29_Rat	2	4	in vivo	Bone	0.0131020408163265
KRT2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
OGN	29_Rat	1	4	in vivo	Bone	0.008
NID2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SPP1	29_Rat;31_Rabbit	2	4	in vivo	Bone	0.00829868578255675
PLG	28_Rat;29_Rat	2	4	in vivo	Bone	0.0131020408163265
ADPRS	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PSMB10	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SRP9	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SNX18	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
TIPRL	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CHMP5	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
AP1G1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PPM1B	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PPM1F	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
YIF1B	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
STC2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
THBS1	29_Rat	1	4	in vivo	Bone	0.008
THBS4	28_Rat;31_Rabbit	2	4	in vivo	Bone	0.00540072659888328
EOGT	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
FBLN5	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
IDH3G	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
OSGEP	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
RILPL1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CLTA	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CPNE1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CPSF6	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
EIF4A1	28_Rat	1	4	in vivo	Bone	0.00510204081632653
NUDT21	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
NUTF2	28_Rat	1	4	in vivo	Bone	0.00510204081632653
PCBP1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
RBM4	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
RFTN1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SND1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SRPRB	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SRRM2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SVIL	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
TIMM9	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
TRIO	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SF1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
EPHA2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
LGALS1	28_Rat	1	4	in vivo	Bone	0.00510204081632653
SNRNP70	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
XRCC6	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
NCAM1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
TM9SF4	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
IFNGR1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ABI3BP	28_Rat	1	4	in vivo	Bone	0.00510204081632653
PLAU	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
LUC7L	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
GEMIN4	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
POLR3A	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
RIGI	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
LAMC1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
POR	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
EIF2AK2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
MGAT5	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
MYO9B	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
BMPR2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
DSG2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
DLGAP5	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
MAN2A1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SAMD9	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
RNF20	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
TRAPPC11	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
DHX38	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
EXT2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
COG3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
TM9SF2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
TEP1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SCPEP1	28_Rat;31_Rabbit	2	4	in vivo	Bone	0.00540072659888328
TM9SF3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
MACROH2A2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
LOXL2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
UBE3A	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
AGRN	30_Rat	1	4	in vivo	Bone	0.032258064516129
FN1	28_Rat;29_Rat	2	4	in vivo	Bone	0.0131020408163265
ALDH2	28_Rat;29_Rat	2	4	in vivo	Bone	0.0131020408163265
PTPRF	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ACADM	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
NID1	28_Rat	1	4	in vivo	Bone	0.00510204081632653
HK1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
COMT	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
LAMA2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
EPHB2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CHI3L1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SLC12A2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SLC12A1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PTK7	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
DAG1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
EMC2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
IMMT	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SLC25A24	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
MAMDC2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
VPS36	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
TXNDC5	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
DIP2B	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CTSZ	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
VPS28	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ANGPTL2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
EPB41L3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
COL14A1	28_Rat;31_Rabbit	2	4	in vivo	Bone	0.00540072659888328
HOOK3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
NEO1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
HABP2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CORO1A	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
MAPRE2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PLAT	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
XYLT1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
LOXL1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
LCP1	28_Rat	1	4	in vivo	Bone	0.00510204081632653
APOA1	28_Rat;29_Rat;31_Rabbit	3	4	in vivo	Bone	0.0134007265988833
IGKC	28_Rat	1	4	in vivo	Bone	0.00510204081632653
FGB	28_Rat;29_Rat	2	4	in vivo	Bone	0.0131020408163265
EDIL3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
NRP1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
LUM	29_Rat	1	4	in vivo	Bone	0.008
GALNT5	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
S100A9	28_Rat;29_Rat	2	4	in vivo	Bone	0.0131020408163265
C1S	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
NME2	28_Rat	1	4	in vivo	Bone	0.00510204081632653
COLEC12	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PRDX4	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
IDE	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
GOT1	28_Rat;31_Rabbit	2	4	in vivo	Bone	0.00540072659888328
COL2A1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ENO2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
GPI	28_Rat	1	4	in vivo	Bone	0.00510204081632653
MDH1	28_Rat;31_Rabbit	2	4	in vivo	Bone	0.00540072659888328
CALM3	28_Rat	1	4	in vivo	Bone	0.00510204081632653
FNDC1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
FGG	28_Rat;29_Rat	2	4	in vivo	Bone	0.0131020408163265
SERPINA1	28_Rat;31_Rabbit	2	4	in vivo	Bone	0.00540072659888328
PROS1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ENO3	28_Rat;31_Rabbit	2	4	in vivo	Bone	0.00540072659888328
LBP	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PRDX1	28_Rat;29_Rat	2	4	in vivo	Bone	0.0131020408163265
PRDX2	28_Rat;29_Rat	2	4	in vivo	Bone	0.0131020408163265
KRT77	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
KRT17	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
MYO7B	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CKM	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
FBN3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ITGAV	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
FIBIN	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
AP2A1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
THBS3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SPON1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ITGB1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
KATNAL2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ACTR3	28_Rat;31_Rabbit	2	4	in vivo	Bone	0.00540072659888328
ADK	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PDGFD	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
GPLD1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
IL1RAP	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SHBG	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CRKL	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
APOC1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PDIA5	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
XYLT2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
LYZ	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
WRN	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CEP295	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
DPT	28_Rat	1	4	in vivo	Bone	0.00510204081632653
PON3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ASAH1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PIGR	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PMEL	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ITGB6	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
BIN2	29_Rat;31_Rabbit	2	4	in vivo	Bone	0.00829868578255675
ACE	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
DHX8	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
FABP4	28_Rat	1	4	in vivo	Bone	0.00510204081632653
STX3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
GOLM2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
FGFR1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ECE1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
EIF3H	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
STK24	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
GRK6	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
YES1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
NOP56	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
RAB11B	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
EPB41L2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PPL	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
MAN1A2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
GGCT	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
WDHD1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
TMEM63A	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
DDAH2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
C1QC	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
GYPC	30_Rat	1	4	in vivo	Bone	0.032258064516129
CHGB	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ARG1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
EIF2S1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
LYN	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ITGA2B	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
GSTP1	28_Rat	1	4	in vivo	Bone	0.00510204081632653
EPX	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SRC	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CPN1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SPN	30_Rat	1	4	in vivo	Bone	0.032258064516129
STMN1	30_Rat	1	4	in vivo	Bone	0.032258064516129
CPN2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
MRC1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
GRN	28_Rat	1	4	in vivo	Bone	0.00510204081632653
SDC4	30_Rat	1	4	in vivo	Bone	0.032258064516129
CASP3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
GNAQ	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CLCN3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ARHGDIA	28_Rat;29_Rat	2	4	in vivo	Bone	0.0131020408163265
NCKAP1L	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ITGA1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
RAP2B	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PPP2CB	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
GRB2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ATP7A	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PRKCD	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PRKAA1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
MMRN1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
DNAJC3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PKP1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
EIF4H	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
LAMA3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
HLA-DRB5	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
TBC1D10B	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
RC3H2	29_Rat;31_Rabbit	2	4	in vivo	Bone	0.00829868578255675
FAM98B	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
MIA3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PDE3B	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
TMED8	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PLXDC2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
NBEAL2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PKHD1L1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
USP9X	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PGM2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
MASTL	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ERMAP	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PSMD1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ASPN	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
TTYH3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
VSIR	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PSTPIP2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
NAGK	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
TNN	28_Rat	1	4	in vivo	Bone	0.00510204081632653
EIF3L	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
NCKAP1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ATP11B	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ATP8A1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
GRIP1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
USP15	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
TUBB1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ANK1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CTNS	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
WASL	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PPAT	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
MVK	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
HGD	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PDE12	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SMAD2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
LRCH4	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
HCFC1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
FCHO2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
MLEC	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
QRSL1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
DHX58	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SYMPK	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
RHOG	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SLC9A9	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
STK10	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CTSS	28_Rat;31_Rabbit	2	4	in vivo	Bone	0.00540072659888328
DPEP1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
VAMP3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
EML4	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PFDN5	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PLEK	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
BPHL	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
MYADM	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PLS3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PRRC2A	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
AKAP9	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
INPP1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SLC29A3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CNRIP1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
RABGGTB	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
HAL	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
EIF2B1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
GALC	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
NEK9	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
LRRC57	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SLC31A1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SH3KBP1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CAB39	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CA3	28_Rat	1	4	in vivo	Bone	0.00510204081632653
GGA2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CRBN	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
DYSF	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CTBS	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SF3B6	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
KRAS	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CNTN1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CHMP7	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SLC39A14	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
TAP2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ADPRH	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
MNDA	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
TMTC3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
GALM	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PFN2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
KLKB1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
TUBGCP3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
BTK	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
FBXO4	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
USP24	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
EXOSC10	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
GSDME	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
LCMT1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
NEMF	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PRPF4B	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
WAS	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SPAG9	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SNF8	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CCDC90B	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
RPAP3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
DHRS11	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ISG15	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
MTOR	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
TNPO1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
